,Summary,Issue key,Issue Type,Status,Project key,Project name,Project type,Project description,Project url,Priority,Description,Cluster,Feature_name
316,Manual refresh in the story,FPA34-7590,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"We would like to have the possibility to manually control the refresh of the story. Ideally, this should be an option that you can decide if you want this story to be always up to date or if you prefer it to be manually refreshed. We believe this would help us tremendously with many of our performance challenges. To provide more information about this requirement please find below an example with an explanation.
 # We have a story with input controls which allows us to change the selection criteria for the story
 # We would like to have the possibility to stop the refresh, click on e.g. sales organization input control
 # Select the values which are of interest to us
 # And after that start the refresh with newly selected input criteria

??????

_What is the opportunity/problem the request_??????_will address?_

Currently, we have many performance issues. If we have 3-4 input control we need to select the first wait for data to load, then select the second wait for data to load, and so on. This can waiting time for the user of up to 3-4 minutes for all input criteria to be ready and available.

_What is the expected benefit?_

Tremendous improvement of user experience of the tool as this will solve many of the performance issues which we are currently facing.??",5,filter
317,Create graph widget directly from a table widget,FPA34-7589,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"It could be very useful to directly create a widget graph from a table using data exposed in the table as source data for the graph.

The idea is to replicate the same capability the pivot graph has in excel. The customer can create the table with its own business rule and, after that, simply use an option in the context menu to generate a graph widget.

If the business rules set in the table change, the graph must adjust accordingly.",8,story
318,Support for Federal Information Processing System (FIPS) Codes for States and Counties,FPA34-7588,User Story,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Low,"Support for FIPS codes as an alternative to State and County.

https://transition.fcc.gov/oet/info/maps/census/fips/fips.txt#:~:text=FIPS%20codes%20are%20numbers%20which,to%20which%20the%20county%20belongs.

FIPS codes are numbers which uniquely identify geographic areas.  The number of 
digits in FIPS codes vary depending on the level of geography.  State-level FIPS
codes have two digits, county-level FIPS codes have five digits of which the 
first two are the FIPS code of the state to which the county belongs.  When 
using the list below to look up county FIPS codes, it is advisable to first look
up the FIPS code for the state to which the county belongs.  This will help you
identify the right section of the list while scrolling down, which can be
important since there are over 3000 counties and county-equivalents (e.g.
independent cities, parishes, boroughs) in the United States.

   state-level    place
    FIPS code     name
   -----------   -------
       01        ALABAMA
       02        ALASKA
       04        ARIZONA
       05        ARKANSAS
       06        CALIFORNIA
       08        COLORADO
       09        CONNECTICUT
       10        DELAWARE
       11        DISTRICT OF COLUMBIA
       12        FLORIDA
       13        GEORGIA
       15        HAWAII
       16        IDAHO
       17        ILLINOIS
       18        INDIANA
       19        IOWA
       20        KANSAS
       21        KENTUCKY
       22        LOUISIANA
       23        MAINE
       24        MARYLAND
       25        MASSACHUSETTS
       26        MICHIGAN
       27        MINNESOTA
       28        MISSISSIPPI
       29        MISSOURI
       30        MONTANA
       31        NEBRASKA
       32        NEVADA
       33        NEW HAMPSHIRE
       34        NEW JERSEY
       35        NEW MEXICO
       36        NEW YORK
       37        NORTH CAROLINA
       38        NORTH DAKOTA
       39        OHIO
       40        OKLAHOMA
       41        OREGON
       42        PENNSYLVANIA
       44        RHODE ISLAND
       45        SOUTH CAROLINA
       46        SOUTH DAKOTA
       47        TENNESSEE
       48        TEXAS
       49        UTAH
       50        VERMONT
       51        VIRGINIA
       53        WASHINGTON
       54        WEST VIRGINIA
       55        WISCONSIN
       56        WYOMING",8,story
319,Story Filter and Page Filter - Pause for Query Refresh,FPA34-7587,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"We use HANA live connection for our SAC stories. Whenever the members in the story or page filter are selected/deselected, individual queries are fired to the backend for every member selection/deselection, which is slowing down the page load. For eg., if 3 members are selected then all widget queries are fired thrice. Live queries should be paused until all the selections/deselections are completed in the filter. This can be done via button/change focus/or after a certain wait time.

_What is the opportunity/problem the request_??????_will address?_

Will improve sac response time.

_What is the expected benefit?_

Faster page Refresh. Reduced load in the back",5,filter
320,Input Control - Apply button for input controls ,FPA34-7340,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Original Request:

The current multivalve input control instantly refreshes the query from the backend, each time a new value is selected, this is an issue especially when having heavy live queries, as the whole UI and Browser stop responding until the load is complete.

Problem: Adding an Ok/Apply button that will submit all the selected values at once, or halting the values processing until the input control value list is closed.

Benefit: Refreshing the query once with all the desired input will be much better from a UX perspective, as well as performance perspective as a single get response will be triggered at the backend.??",5,filter
321,Further Variable Manipulations in Data Actions for Better and Optimized Coding,FPA34-7585,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Please describe your improvement request String variables or convert functions between integer-float-string data types in SAC Planning Advanced Data Actions may help us to automize our iterative calculations. What is the opportunity/problem the request will address? In SAP Analytics Cloud advanced data actions, it is not possible to use variables for assigning members for dimensions in DATA() functions because of type mismatch. Any type of string variable or convertion from integer / float variables to string is not possible because of software limitations. What is the expected benefit? It is our expectation that iterative calculations are written in for loops with the manipulation of variables instead of writing them line by line, thus making the written script more dynamic and functional, getting rid of the code crowd and writing more readable scripts. Link to request: https://influence.sap.com/sap/ino/#/idea/280677",4,model
322,Custom fonts in pdf export,FPA34-7586,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"We use custom fonts in our SAC environment and want to use these fonts in scheduled pdf files as well. Currently, this is a [known product limitation|https://help.sap.com/viewer/00f68c2e08b941f081002fd3691d86a7/release/en-US/90c7a11d17b14859b61d1b991b17e911.html]. (@SAP: see incident 764238/2021)

_What is the opportunity/problem the request_??????_will address?_

Having the same look of a story independent if it's consumed in SAC or via the pdf file.

_What is the expected benefit?_

Fulfill corporate design requirem",7,connection
323,Total count for selected Dimension should be visible in Rank Option,FPA34-7584,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"The rank option must show the total count of dimensions selected so that the user can select TOP N or Bottom N by looking at what is the total count.

For example: If I have a total of 50 customers then Rank TOP/BOTTOM should show 50 so that the user will instantly know he needs to select TOP 50, TOP N <= 50, Bottom 50, Bottom N <=50??????

??????

What is the opportunity/problem the request??????will address?

Currently, the user does not know what is the total number of data points and Ranking will be out of which number. If total data points are 10 then why should the user put 20 or any number? 10 must be there to decide the TOP/Bottom Ranking number.

??????

What is the expected benefit?

1) Avoids putting the random or irrelevant num",8,story
324,Ability to create Variance using a Story or Page input control/filters for comparison,FPA34-7583,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Add the ability to choose a??????Story or Page input control/filters member for comparison in a Variance calculation.

_What is the opportunity/problem the request_??????_will address?_

Currently can't create variances that change on the fly as the user chooses different dimension members from the input controls or page filters.

_What is the expected benefit?_

Create variances for the data actually on the story page, not just the Dimension Members hardcoded.

Currently, if we create a variance we have to hard code 2 dimension members, for example, Actual and Budget.?????? But on the page, the user can select to look at Actual and Budget or Forecast or 1stQtr Forecast based on the page input control, but the variance calculation does",5,filter
325,Off-Calendar Scheduling,FPA34-7582,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Please describe your improvement request Enable the ability to schedule events in SAC based on off-calendar dates. For example, provide the ability to set a fiscal calendar and establish scheduling around that fiscal calendar that might not end at the end of a week, month or year (example 5-4-4 or 4-4-5 calendars with off-year yearends). I can think of several schedule related examples: Import jobs I want to occur more frequently during period-end (say every X hours instead of every X days) Import Jobs that I want to occur on X days following period-end Import Jobs that I want to occur on X days prior to period end Similar requests could be made related to the distribution function that is going to be included in the next quarterly release (ex. distribute this report on X days after period-end). Link to request: https://influence.sap.com/sap/ino/#/idea/246377",7,connection
326,Multiple sorting in a chart,FPA34-7581,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"We would like to have the option of a chart to define several sorts. In the chart attached we would like to have first the sort by country value, and within each country, to have always the same order for the colors. Currently, if I apply a filter, the color order will change, showing the biggest stack first.



_What is the opportunity/problem the request_??????_will address?_

In SAC you can only have one sort at a time, and we would like to have a multiple sort option (in our case, first by country value, and the second one for each country a custom order, to show always red, orange and then blue).

_What is the expected benefit?_

A user would like to have a multiple sort option. (in our case, first by country value, and the second one for each country a custom order, to show always red, orange and then b",4,model
327,Data Labels Overlap with Reference Line,FPA34-7580,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"When we have a reference line and labels in a chart, sometimes it happens that they overlap (please refer to the print screen in the attachment). I have the Avoid Data Label Overlap checked, but the same issue happens. It looks like the issue is a current limitation/bug.

_What is the opportunity/problem the request_??????_will address?_

Opt""Avoid Data Label Overlap"" is checked, and the labels still overlap. The reference line label overlapping with data labels is a known limitation. The only workaround, for now, is to re-size the chart. But after doing this still it shows the same issue.

_What is the expected benefit?_

It avoids overlapping.",1,chart
328,Avoid Data Label Overlap when Screen Size Reduced,FPA34-7579,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"We have a chart that has the property ""Avoid Data Label Overlap"" not active. But when we reduce the size of the screen, the values disappear (please find in the attachment the print). We would expect with this option not active, that when we reduce the size of the screen, the values would still show.

_What is the expected benefit?_

The issue with data labels disappearing at reduced chart size is by design.",1,chart
329,IBCS trend line variance chart integrated,FPA34-7578,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"I am missing the option to do an integrated variance chart within the trend line chart.
This variance style is part of our reporting standard based on IBCS.
It should look like the below screenshot.

!https://influence.sap.com/sap/ino/xs/rest/common/attachment_download.xsjs/74541!",1,chart
330,Loss of format when exporting to Excel or PPT,FPA34-7576,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Exports of SAC reporting to Excel or PowerPoint do not retain the original formatting.
Exports to PowerPoint can be respected, but only in an image format.

The wish would be to keep the initial format of SAC in terms of colors, and formatting of the columns.
It would also be interesting to decide whether or not to keep the link with the SAC database in case of data modification (Excel Addin)

_What is the expected benefit?_

To avoid doing an export each time we change data and remake formatting and calculation in Excel each time we export the story",7,connection
331,Blending Live Data Model with Public Dimension,FPA34-7575,User Story,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Please describe your improvement request Please Enable Blending of Live Data Models with Existing Public Dimensions What is the opportunity/problem the request will address? Problem Statement - We currently have several HANA calculation views that we expose in SAC using the Live Data Connection. Unfortunately, not all business context is available in the HANA view. We need to enrich that with data from other models. It is currently possible to blend data between Live and Acquired Data models at the story level. However, it is not currently possible to use a Public Dimension with a Live Data model - this would be ideal. Currently, the workaround is to create a copy of the Public Dimension as an Acquired Data model shell, but this is duplicative and maintenance-heavy. What is the expected benefit? Benefits include: Reduction in duplicative SAC models to replicate Public Dimensions. Cleaner SAC Design and Architecture. Reduced data footprint. Reduced data center load. Faster time-to-value for our Business Partners, as we do not have to attempt to change the underlying Live Data Models. Increased Business Insights due to greater ability to imply Business Context to Live Data. Link to request: https://influence.sap.com/sap/ino/#/idea/281973",3,data
332,Ability to add attachments on a story in view mode ,FPA34-7574,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"+*Business Context :*+

Attaching supporting documents while preparing a budget plan is a must?????? for public sector workers, e.g. they can attach legal documents, internal guidance documents, etc.

??????

*+Requirements?????? :+*

1.Ability to attach any number of documents (of different types like PDF, doc , excel , power point , JPG etc) to each form instance (screenshot in the next slide) / story from the local system

2.Ability to view the attachments any time?????? if the user has access to the form (SharePoint URL/hyperlink is not recommended due to?????? complex access issues ) PS : A document storage repository in SAC will be highly recommended

3.Ability to view the document by the reviewer/approver during the approval process??????

*+SAC Limitations :+*

-Attachments are not supported at the story/page level , but only the calendar task level . That too only from the SAC file repository , not from the local system

??????

Please find the attached",8,story
333,Unable to filter story using Version attribute,FPA34-7100,Backlog Item,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,customer is looking to use version attributes to filter stories - we are currently able to filter this way with other dimensions and customer would like this capability to be extended to the version dimension,5,filter
334, Create one import connection pointing to multiple database in the same host,FPA34-7572,User Story,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Please describe your improvement request The requirement is we have to create single SQL Data source import connection pointing to multiple databases residing in the same host. But, unfortunately, while creating the connection and using multiple database names separated by ;, or even tried with , but we are getting an error. What is the opportunity/problem the request will address? In some cases, the user's data will be available in different database tables/views that are reside on the same host, in those cases if we are able to create a single connection including both DB's then will help to easily include a single model. Otherwise, we have to do either data blending in Story to combine data between two DB's or combine data in the model level. What is the expected benefit? Import model development will be easier. Link to request: https://influence.sap.com/sap/ino/#/idea/276336",4,model
335,Select/deselect click combination between charts should work in Linked Analysis,FPA34-7571,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Hi SAC team,

Here is the scenario,

e.g. we have multiple numeric point charts using the same key figure or measure, each chart has its own static filter applied with different values, and all these charts have Linked Analysis to cross tab.

In this kind of use case, we should not have two clicks on the same widget (one for apply filter and the second click for clear filter) before clicking on the next chart. Once we clicked on the second numeric chart it should reset the first filter (if the filter has already been applied) and apply only the second filter.

The two clicks on the same chart lead to a confusion for users and it is not the standard way the user used their analytics in the past in other analytics tools??????

We would need, e.g. in the case of linked analysis, one-click should filter the data and the next click to another widget should clear existing filter and apply new relevant filter.

Might be this change also a problem for cascading linking, So SAP should provide an option to  the choice of cascading or not. So based on that filter selection should behave

Here is for SAP incident for your reference.

[https://launchpad.support.sap.com/#/incident/pointer/002075129500007160822021]",5,filter
336,To correctly download Report Headers from the SAC Story into Excel. ,FPA34-7570,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"When a report is exported to excel from SAC the column headers are downloaded into row 2 incorrectly. All the headers should be downloaded into row 1.

_What is the opportunity/problem the request_??????_will address?_

To correctly download the SAC Report into Excel.??????

_What is the expected benefit?_

It will eliminate manual effort by the user to rearrange the 1st and 2nd row of the downloaded Excel copy of the SAC",7,connection
337,Chart Alignment when setting chart scaling bar width,FPA34-7569,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"When you set the bar width via chart scaling the affected charts are aligned in the middle when there is additional canvas space see screenshots below. I would like to have the option to configure the alignment witting the chart.??????

!https://influence.sap.com/sap/ino/xs/rest/common/attachment_download.xsjs/74803!

!https://influence.sap.com/sap/ino/xs/rest/common/attachment_download.xsjs/74",1,chart
338,Dynamic text with formula,FPA34-7568,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"_Please describe your improvement request_

The dynamic text is widely used to give context to a report. However, the capabilities are limited. Can we have a formula-based dynamic text???????

For example, I can link it with story filter selection. But lets I want to do some more processing to it before displaying it.??????

One of the scenarios could be a story filter is returning Financial Year selection, Jan 21 based on a financial year enabled model with the start of the year to denote the Year. Now in the report to give an actual context to the user, I would like to manipulate the selection string to make it Jan 22.

In Webi, the user response function returns the selection made by the user, and then I can further process it by webi formula. So in the above example, I can covert the date string above to date using todate and then add 1 year and format it back to month and year and display it.??????

This is very critical when SAC is getting projected as a tool for enterprise reporting where theneed a lot more text to show the context based on the input made on the screen. So some date manipulation functions, string functions, and numeric functions which work on cell formulas would be a necessity

_What is the opportunity/problem the request_??????_will address?_

Enterprise reporting requirements??????

_What is the expected benefit?_

Better u",7,connection
339,Financial Year Representation,FPA34-7567,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"_Please describe your improvement request_

Today, when we use the SAC model with the financial year, enabled, I have 2 options to represent the year. Staring year and ending year. Can we also have an option to show combo years (Like 2021-22)???????

For countries that follow the calendar year as a financial year (starting from Jan), there is not much impact as the representation doesn't confuse the year. But countries like India, which follows (Apr to March) and I choose the start of the year for display, then it really confuses the user. For example for the years 2021-22, Jan 22 will be displayed as Jan 21. A major confusion for the user when they the read statement. I can use Period, but many users prefer the actual month name.??????

This is all the more confusing when I use a dynamic text where I link it with a story filter which allows the user to choose month and year for a sales report which shows a comparison of sales growth over the month of Jan. If I choose Fin Jan 2022, the dynamic text willn 2021.??????

This confuses the user as they think they are seeing the report for Jan 2021. But actually, they are seeing the report for Jan 2022.

_What is the opportunity/problem the request_??????_will address?_

User experience??????

_What is the expected benefit?_

Bette",5,filter
340,Manage order of element in a waterfall chart,FPA34-7566,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"We have an enhancement request regarding the orders of displays of elements in a waterfall chart in a story.
Indeed when we use a waterfall chart the members of dimension Version are displayed in the order they are in the dimension.


Two workarounds are possible: 1. Use some symbols in versions names to ""force"" sorting (??????, ??????, ?????????, ...): but the order is not dynamic once decided.


2. Create technical accounts (measures) with adapted names to map the values of the version.

These 2 workarounds don't satisfy us because users want to modify the orders of display themself and not use a technical parameter to do this.


We want to have the functionality to order members displayed in a chart and especially in a wa",1,chart
341,Waterfall Charts - Possibility to add Measure and Dimensions instead of restricted measures,FPA34-7565,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"_Please describe your improvement request_

With the current product capabilities, restricted measures should be created in order to make waterfall charts meaningful (e.g restricted measures to determine the nature of the operating expenses to come up with EBIT). Adding dimensions is useful for drill down purposes only. It would be useful and more powerful to be able to add one measure (e.g expenses) and dimension members (e.g. section: payroll, education, travel, etc.) and come up with the waterfall chart.

_What is the opportunity/problem the request_??????_will address?_

Avoid creating too many (unnecessary) restricted measures which make the story slow.

_What is the expected benefit?_

Powerful and flexible reporting without creating unnecessary measu",4,model
342,Weekly Filter on the the story,FPA34-7564,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"One of my customers has a requirement to provide a weekly filter on the SAC story which should provide an option for users to select ""Weekending Saturdays"" with the Date mentioned for the selection.

Currently, when we create a filter for Date with Weekly Granularity, we just get CW1 2021, CW2 2021 which will not show the date for the week ending.

Also, we see that SAC follows a week starting on Monday and ending on Sunday. Is this changeable as the user wants to report for the week ending Saturdays and not Sunday?

Please refer to 708868 / 2021

_What is the opportunity/problem the request_??????_will address?_

Flexibility to use the filters on customers' calendar needs

_What is the expected benefit?_

Enhanced usage of the pro",5,filter
343,Hierarchy Story Filter- Hierarchy members incorrect sorting.,FPA34-7563,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Users are not able to sort the order (alphabetically) on the Hierarchy filter in SAC Story. The order is defined when you import the data into the model and this sort is not working correctly in the Story.

_What is the opportunity/problem the request_??????_will address?_

Hierarchy Story Filter- Hierarchy members incorrect sorting.

_What is the expected benefit?_

Significant improvement of user experience if Hierarchy Filter Members are in the correct alphabetical orde",5,filter
344,Filtering the input control list of values dynamically,FPA34-7562,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"_Please describe your improvement request_

This is a request to provide more dynamic filtering of the input control list of values. For example, I want to provide an input control for product selection and in the input control, I want to show only finished goods (Material Type). Today I don't have a facility to enable this as I have to either show all the products or let the user figure it out. Or configure a pre-defined list. Both these approaches are not efficient.??????

??????

So I am proposing the following feature for Input Control. For discussion let's use Product Dimension with a property Material Type (Finished Goods, and Semi-Finished Goods). Here I want to provide an input control to show only with Material Type Semi Finish Goods.??????

So while creating/designing the Input Control, let the user choose the dimension/property and then give an additional option to restrict the LOV with the following options:

By Property. Here allow the user to choose by Material Type and list the properd let him choose one or more property values.??????

??????

By Story Filter: Let's say I have a story filter that allows the user to choose the material type and I want to filter the Product Input Control based on the material type selected on the Story filter. I should be able to choose a property and then link it with the story filter.??????

Similarly, I have a hierarchy node in the story filter on product dimension, I should be able to link the input control to restrict the products based on the node selected on the Story filter.??????

??????

From an application designer: I should be able to restrict the input control list of values based on a property/hierarchy node based on a script variable.??????

??????

_What is the opportunity/problem the request_??????_will address?_

Explained above

_What is the expected benefit?_

Better",5,filter
345,Make global bookmarks accessible via URL -like personal bookmarks,FPA34-7561,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Make global bookmarks accessible via URL. Currently, personal bookmarks can be accessed via the URL. URL can be seen when you want to share personal bookmarks. The URL of the global bookmark is nowhere to be found. We need it.

_What is the opportunity/problem the request_??????_will address?_

We want to add a hyperlink to the story page which would direct users to the global bookmark.

_What is the expected benefit?_

Users see the link on the page and don't need to know that they need to click ""Bookmark icon"" on the toolbar first.",7,connection
346,Text wrapping / Line breaks should be considered in dynamic text,FPA34-7560,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"_Please describe your improvement request_

When using dynamic texts with a text that has a linebreak (\n) a dynamic text should display this linebreak. At this time this only gets ignored.??????

_What is the opportunity/problem the request_??????_will address?_

So far it is difficult to display large dynamic text elements in SAC. This will enable better visualization of texts.

_What is the expected benefit?_

Better user experience??????

Better visualization of tex",7,connection
