Summary,Issue key,Issue Type,Status,Project key,Project name,Project type,Project description,Project url,Priority,Description
[DPS] Support External Hierarchies from DWC,FPA34-7240,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Very High,"Support External Hiearchies, which will be developed on DWC side.

This item has to be detailed, as soon as there is more clarity on the used concepts."
Bookmark show/hide columns in SAC Stories,FPA34-7201,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"User Story

As an reporting user (like a controller) I would like to have the show and hide columns in a SAC Story and save this as a bookmark.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

Business Scenario

The Controller in question goes into a report that contains ACT, FC, BUD and YoY changes, for all four quarters, in a table. They only need ACT, but another controller only needs FC, so we are showing all four measures in the report. To save time, both Controllers would like to hide all columns they don't need and bookmark the report, so that they can use it every time with just one click.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

Value added

The nature of financial reporting alone makes such a feature very necessary, as these reports are used monthly by all controllers and it makes no sense to have a report for every single use case. Instead, a bookmark of the optimal column layout that is also shareable amongst team members and management would greatly improve usability and reduce effort on Controlling and system level.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
||tep||DescriptDetails||
|1|Creation of Report|A story designer creates a story that contains charts and tables with a hierarchy as well as a geo chart with several measures to accommodate different use cases|
|2|Opening the Report & changing any drill level a viewer can change|A consumer (no edit right) opens the report and hides the unnecessary measure in a table/chart, or unhides闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?one they need in particular, using interaction on the widget.|
|3|Saving personalized bookmark|As the consumer always wants to have the view and customization, a bookmark can be saved by this consumer. The bookmark will save all modifications the viewer has done including the hidden/unhidden elements.|
|4|Opening a bookmarked report|When opening the bookmark the elements states are shown as they were bookmarked|
h4. 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸?,,,,,,,,,,,,,
Ease of consumption and content readability (view-time improvements ),FPA34-7239,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,The goal of this epic is to improve ease of content consumption with focus on stories and enhance readability of individual objects/elements in story."
Base BI ,FPA34-7218,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Critical base BI functionality for stories by topic and in order of priority:

Rank and sort improvements:
 # FPA34-4314闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝庡墰閳ь剛鍗昸/Sort - Rank with multiple dimensions
 # FPA34-150闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝庡墰閳ь剛鍗昸i""Others""

Filtering improvements:
 # FPA34-6543闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝呯仛绾剧单ctional Filter Enhancements (wildcard filters, proper exclude, sorting member lists, single select for hier)
 # FPA34-6542 Filter Usability Improvements Scope 1 (new controls panel, reusing & copying controls across pages)

Calculations improvements:
 # FPA34-903闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝呯仛濞呭倡culation - Running Total
 # FPA34-3303闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝庡墯閻濈centage of Subtotal
 # FPA34-5582闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?Create ID and Description for story calculations that enables FPA34-1669闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝呯仛琚漬amic text in calculation names
 # FPA34-6834闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝呯仛濞咁櫞sume story/page filters as calculation input controls闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
 # Calculation editor improvements闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?
 # BW Calculations covered under the data source gaps epic here FPA34-7237闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

Other:
 # FPA34-100闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐?,,,,,,,,,,,,,
Phase 2 - Functional and formatting inconsistencies across different elements in stories,FPA34-7238,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,This is a continuation of FPA34-5617"
[Data Analyzer] Ability to open Data analyzer from story explorer view,FPA34-7173,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"+*Business use case:*+

Many customers have SAC stories where Story Explorer is enabled on one or multiple widgets. Generally end-users access Explorer, create their own 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛閸涱厽鎲哥紒杈ㄥ浮瀹曪絾寰勯幇顒佺杺ploration views闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛?and save them via story bookmarks.

As we execute towards our vision of one harmonized exploration experience, we have to provide an easy transition from exploration views to Data Analyzer based insights.

*+Expectation:+*

In a story exploration view a new button needs to be a""Open Data Analyzer"" and pass over the current filter and navigation state of the visualization.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

+*First scope:*+

Only for table visualization in story exploration view as long as Data analyzer does not support chart visualization.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

"
Allow designer to show/hide version category in the axis description,FPA34-7233,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Problem statement:闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

Today, we always show the category in brackets after the display of a version, regardless of whether we Display As ID, Description or both.

For example: 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛閸涱厽鎲哥紒杈ㄥ笚濞煎繘鍩￠崘锔瑰亾閸? (Actuals)闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛? where EMP1 is the version ID:

!image-2021-11-03-09-17-38-953.png!

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

The Table never includes this, however,闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨堕弻锝夊箣閿濆憛鎾绘煛閸涱喗鍊愰柡宀嬬節瀹曟帒螣鐞涒€充壕闁哄稁鍋€閸嬫挸顫濇鏍уttps://sapjira.wdf.sap.corp/browse/FPA15-210), and it appears to be desired and preferred at least in Charting cases (and also the Input Control which happens to re-use the same logic in BI Query).

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

Proposed solution:

introduce an option for the designer to show or hi"
More formatting/styling options in visualizations,FPA34-7232,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"* Fill with a picture: widget background, data point of bar chart(but not limited to bar chart)
 * Customize the position of data labels, legends
 * Customize the gaps & width of bars in Bar Chart"
"Hide ""Show inactive values"" in input controls",FPA34-7231,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"The customer expects to hide闂?Show inactive values"""" in input controls for a better view time experience."
BW Live - Ability to display result with more than one value,FPA34-7226,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"RB:闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

We would like to have a possibility to闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斾沪缁涘鎮猻play result with more than one value.闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝呭椤?SAC we have only 2 options - show or not show totals for the dimension.

It is available in BEx Web.

!image-2021-06-27-20-36-53-488.png|width=884,height=492!"
[BW Live] Numeric Point Chart - improved support of 2 Structure query,FPA34-7128,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"By selecting a structure in numeric point chart, the behavior is different compared to a non-numeric chart type (when more then 1 member of the structure is selected).

!image-2021-10-28-10-51-08-326.png!

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

Festo:

Display a structure element by filtering the rest ""displaying a single measure"". Go to show/hide menu and untick all options. Expectation: Only value is shown. Result: label/description still shown.

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

NPC with 2 structure query

!image-2021-08-23-13-57-45-670.png|width=374,height=227!""Q1 2019"" is an element of the 2nd structure and its description/label is always shown in comparison to a normal query:

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

!image-2021-08-23-13-54-49-489.png|width=383,height=234!

闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸?,,,,,,,,,,,,,
AppDesign to support table ExportToPDF including formatting,FPA34-7222,Backlog Item,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,When a table (which does not fit in 1 page) is part of a PDF export"
Change folder owner at any time,FPA34-7220,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"We need to be able to change folder owner at any time. Only users with the appropiate permissions in their roles should be able to do it. Currently, you can only change the folder owner if the owner is deleted from the system. However we never delete users, if they leave the company we just deactivate them (That's SAP best practise if I'm not wrong). So, if a user leaves the company we can not change his ownership. Also, sometimes there can be other reasons to change the owner, he may change to a non related department for example. This can also help to accomplish segregation of duties. The owner can share the folder with any person or team even if the folder is in Public. In our case, we have a permissions department that should be the only one with sharing permissions. (This could also be achieved if the owner didn't have sharing permissions by default). Link to request: https://influence.sap.com/sap/ino/#/idea/248309"
Private Link support.,FPA34-7210,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Support for private link in Azure and AWS.
Need to ensure alignment with DWC and future plans etc
See DWC items here:-
https://sapjira.wdf.sap.corp/browse/DWPM-1637"
Option to rename Level Hierarchies in SAC (live connection) ,FPA34-7209,Activity,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Level 1,2 and 3 are not too descriptive, it would be good if this could be more descriptive.闂?
Add New R Packages To SAC Pre-Installed R Servers,FPA34-7208,Backlog Item,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,Hi Team"
[Reporting] Layout : Corporate template,FPA34-7074,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,Ability to create REPORTING template leveraging all the reporting capabilities.
Support setDimensionFilter() API for filter line widget in group filter mode,FPA34-7194,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Customers want to use the script to setDimensionFilter() for setting the filters for widgets for group filter mode (for widgets that have the same datasource).

this script is especially required if customers want to pass filters from one application to the other application via URL parameters:
 * set filters to all the widgets that have the same datasources in the application.

Customer want to use this API instead of copyDimensionFilter() API to save the work of developer and improve the performance."
Scheduling Publications - HTML as the destination output,FPA34-7195,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"As a schedule owner, create schedule publications with output for recipients as HTML (Interactive HTML package).

闂?
Completed view of axis label via increase the number of  characters in label,FPA34-7193,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,* *Business Impact*"
HANA Input parameter/ optional prompt not working with Multisource universe for SAC Model(LUC),FPA34-7183,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"I am part of Ariba Athena team and currently our team is using SAP HANA, SAP BO, SAC as our Analytical tools.
 We are trying to build Multisource universe connecting to different SAP HANA databases eventually consume the same in SAC (LUC model) and SAP BO Layers.
 We are blocked with below tool limitation
 *""Optional HANA prompts/input parameters and HANA prompts created in HANA for performance reason and not working or supported in Multisource Universe.""*
 SAP Notes [https://help.sap.com/viewer/3d4f417fd0764f909c0ef7931e19fe1a/4.2.5/en-US/ec78f2a36fdb101497906a7cb0e91070.html]闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?

This feature will enable us to consolidate the datacenters data and create aggregate/LT dashboards. In near future we will be handling more than 3 datacenters and will very much helpful if multisource with HANA prompts is supported.
 Optional HANA prompts/input parameters are created at HANA as we are handling huge data and performance will be challenging if we do not have Optional HANA prompts/input parameters.

*Business Requirement*
 We are currently working with 2 HANA data centers and will be soon supporting 3 more. As the data center and business across Globe is increasing we had plans of providing consolidated Analytics artifacts. 
 We will be using data from these datacenters and will be creating SAC, (BO we are already using) reporting solution to Ariba Customer sales executives, RVP's and Business and SAP Senior Management.

Fixing this tool limitation [Mutlice Universe for SAC|https://help.sap.com/viewer/3d4f417fd0764f909c0ef7931e19fe1a/4.2.5/en-US/ec78f2a36fdb101497906a7cb0e91070.html]闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺戠暆婵犲啯鍣痩l help us in designing optimal reports solution to all our us"
SAC Security Role - Data Access Control - Hierarchy Level not available,FPA34-7172,Activity,Considered,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"During SAC - Security - Role - Data Access Controls definition, Hierarchy level option is not available (only flat structure is available) while selecting Dimension members, which makes the users to select all child dimension measures instead of selecting respective Parent node.

Within Model we have Hierarchy Level but not in Security - Role.

Specially for Planning scenarios where they need to define Data access profiles it is useful to have Hierarchy levels for proper maintenance."
Previous and Next from Advance scripting are not woking with values from Memberset,FPA34-7181,Activity,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"This feedback is part of the F2D program (Feedback to Development).

----------

Using SAC version闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂?021.13.2 the functions:

Previous and Next from Advance scripting are not woking with values from Memberset.

Example:

Previou""YEAR"", ""2021"") return 2020

this is working in contex:

DATA() = Resultlookup([d/date]=Previous(1,""YEAR"", ""2021"") )

but (into my model where granularity is year)

MEMBERSET [d/date]闂?2021"""""
Insert Dynamic  Text for dimension members in Scheduling Publications emails,FPA34-7180,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"As a schedule owner, i should be able to insert闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝呯仛琚漬amic Text for dimension members in Scheduling Publications ema"
Insert Dynamic  text into scheduling publications email message subject and message body,FPA34-7179,Epic,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"As a Schedule Owner, I should be able to insert 闂傚倸鍊峰ù鍥р枖閺囥垹绐楅柟鐗堟緲閸戠姴鈹戦悩瀹犲缂佺媭鍨崇槐鎺斺偓锝呯仛琚漬amic text into scheduling publicatiosn email message subject and message body.

Dynamic text can be broadly classified as system defined variables like date , time and as well as data defined like dimension members arriving from "
SAC Marketing email Pop-up doesn't appear in SSO,FPA34-7177,Backlog Item,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Hi,

We have identified the SAC Marketing email pop-up for 'Opt-in' doesn't appear in the case of SSO whereas it does appear for a user when not in SSO. Tested in internal SAC system - [https://authn.us2.hana.ondemand.com/saml2/sp/acs/d5c9a5c5e/d5c9a5c5e]

Need Development team to resolve this issue to ensure an 'Opt-in' pop up appears even in SSO situation to abide by GDPR rules.

Steps to Reproduce:
1. log in to SAC Tenant as an admin user.

2. Create a new user and open the initial invite email.

3. When the link is opened in the SSO scenario, a pop-up doesn't appear and when the link is opened in the Incognito window without SSO, then the below pop-up appears which is what is required even in the SSO scenario.
!image-2021-09-24-18-07-45-285.png!



Many Thanks!"
SCIM API's Enhancements,FPA34-7171,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Various SCIM API enhancement requests:
VW - if a user gets his roles removed in the VW IDP or leaves the company it will be removed via API from the SAC Tenant. All personal content will be deleted but the shared content stays and the User ID is still visible. If you recreate the user the content will be taken over again. The DSGVO departments wants to have this user id in anonym way or deleted completely. In the UI you can hand over the content to another person, So the the ask would be that via the SCIM api when a user is removed all the users the content could either be deleted or automatically moved to another owner.
"
SCIM API to manage (create/read/update/delete) data access controls on models,FPA34-7164,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,Medium,"Today with Acquired and Planning models it is possible to enable 'Data Access Control' within a model. Once enabled, individual dimension values can be set for 'read' and/or 'write' permissions.

It means row level security for acquired data models is supported.

 !image-2021-09-20-09-44-03-409.png|thumbnail! 

The entries into this table can be:
* made manually by typing or selecting the user and/or team
* pasted (using the OS clipboard)

And if the dimension is a public dimension then you can also be
* updated (and on a scheduled basis) via a data source (potentially reading a database table for example once a day)

(There are a good number of limitation regarding the length and number of values that can be entered into a signal cell or entry)

Customers, however, need to programmatically update this table of access rights via an API to ease the integration with provisioning solutions (includes ones from SAP). However such solutions (including ones from SAP) don't offer an 'SQL' or query interface since such solutions are designed to call an API, like the SCIM API. 

*Thus this ER is for the current SCIM API to be extended to allow for this data access control 'table' to be updated for public and non-public dimensions for acquired (analytics and planning) models.*

The API should enable READ (to read all the current values) and to update one or all of them. Ideally, the API should support a PATCH call to either 'add' or 'remove' an individual (or team) to or from the 'READ' or 'WRITE' entries without the need to read and update all the entries (even for a single individual dimension value)

The limitation of the number of entries per 'cell' is out of scope for this ER, but should be handled separately. 

(Related info: limitation per cells is 30 users (and 30 teams?) per entry. But, if you cut and paste values into a single entry (a cell) you can specify a lot more than 30, you can specify up to a limit of 5000 characters!)
"
Import Data Connections - shared ownership,FPA34-7138,User Story,Open,FPA34,FPA34 - SAP Analytics Cloud Product Mgmt (Derek),software,Augmented BI and Planning for SAC,https://ifp.wdf.sap.corp/cprojects?sap-client=001&STARTVIEW=Projects&OBJECT_TYPE=TTO&GUID=6CAE8B27FCC31ED59D8BCB674218022A&sap-language=EN,High,"Dear colleagues,

as the creator of a connection , I would like to share the ownership of this connection with a team or at least with other users.

In case of vacation or illness, there might be no user to share an existing connection. Also after importing a connection, all sharing settings of the connection are lost 
and as only the creator/first importer is able to share the connection, this could lead to issues when he/she is not available.

[~D052087] please add further comments in case I missed a point.

Thanks and best regards
Susanne"
